Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	batch	biomaterial_provider	cell_subtype	cell_type	isolate	phenotype	sex	source_name	tissue	wellID	wellKey
WGS		302	PRJNA598446	SAMN13705464	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697994	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0135	2020-02-08	5803	2322	Homo sapiens	ILLUMINA	2020-08-05	SRR11047638	SRS6122506	SRP247758	RHB_RAM_0135	62		NA			RHB_RAM_0135		female		Human stool sample		
WGS		302	PRJNA598446	SAMN13705465	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697995	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0136	2020-02-08	5999	2449	Homo sapiens	ILLUMINA	2020-08-05	SRR11047637	SRS6122507	SRP247758	RHB_RAM_0136	75		NA			RHB_RAM_0136		male		Human stool sample		
WGS		302	PRJNA598446	SAMN13705466	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697996	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0137	2020-02-08	6905	2721	Homo sapiens	ILLUMINA	2020-08-05	SRR11047636	SRS6122508	SRP247758	RHB_RAM_0137	NA		NA			RHB_RAM_0137		NA		Human stool sample		
WGS		302	PRJNA598446	SAMN13705467	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697997	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0160	2020-02-08	5585	2181	Homo sapiens	ILLUMINA	2020-08-05	SRR11047635	SRS6122509	SRP247758	RHB_RAM_0160	62		NA			RHB_RAM_0160		female		Human stool sample		
WGS		302	PRJNA598446	SAMN13705468	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697998	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0163	2020-02-08	5024	2110	Homo sapiens	ILLUMINA	2020-08-05	SRR11047634	SRS6122510	SRP247758	RHB_RAM_0163	64		NA			RHB_RAM_0163		female		Human stool sample		
WGS		302	PRJNA598446	SAMN13705469	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7697999	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0169	2020-02-08	5575	2252	Homo sapiens	ILLUMINA	2020-08-05	SRR11047633	SRS6122511	SRP247758	RHB_RAM_0169	59		NA			RHB_RAM_0169		female		Human stool sample		
WGS		302	PRJNA598446	SAMN13705470	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7698000	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0182	2020-02-08	7218	2898	Homo sapiens	ILLUMINA	2020-08-05	SRR11047632	SRS6122512	SRP247758	RHB_RAM_0182	62		NA			RHB_RAM_0182		male		Human stool sample		
WGS		302	PRJNA598446	SAMN13705471	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7698001	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0198	2020-02-08	4200	1717	Homo sapiens	ILLUMINA	2020-08-05	SRR11047631	SRS6122513	SRP247758	RHB_RAM_0198	80		NA			RHB_RAM_0198		female		Human stool sample		
WGS		302	PRJNA598446	SAMN13705472	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7698002	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0216	2020-02-08	4484	1820	Homo sapiens	ILLUMINA	2020-08-05	SRR11047630	SRS6122514	SRP247758	RHB_RAM_0216	74		NA			RHB_RAM_0216		male		Human stool sample		
WGS		302	PRJNA598446	SAMN13705429	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7698003	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0020	2020-02-08	5410	2134	Homo sapiens	ILLUMINA	2020-08-05	SRR11047629	SRS6122515	SRP247758	RHB_RAM_0020	62		NA			RHB_RAM_0020		male		Human stool sample		
WGS		302	PRJNA598446	SAMN13705430	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7698004	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0024	2020-02-08	7240	2898	Homo sapiens	ILLUMINA	2020-08-05	SRR11047628	SRS6122516	SRP247758	RHB_RAM_0024	65		NA			RHB_RAM_0024		male		Human stool sample		
WGS		302	PRJNA598446	SAMN13705431	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7698005	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0025	2020-02-08	7011	2791	Homo sapiens	ILLUMINA	2020-08-05	SRR11047627	SRS6122517	SRP247758	RHB_RAM_0025	76		NA			RHB_RAM_0025		female		Human stool sample		
WGS		302	PRJNA598446	SAMN13705432	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7698006	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0026	2020-02-08	4596	1870	Homo sapiens	ILLUMINA	2020-08-05	SRR11047626	SRS6122518	SRP247758	RHB_RAM_0026	62		NA			RHB_RAM_0026		male		Human stool sample		
WGS		302	PRJNA598446	SAMN13705433	Human	MAYO CLINIC	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7698007	0	Illumina HiSeq 4000	PAIRED	other	METAGENOMIC	RHB_RAM_0037	2020-02-08	6143	2585	Homo sapiens	ILLUMINA	2020-08-05	SRR11047625	SRS6122519	SRP247758	RHB_RAM_0037	70		NA			RHB_RAM_0037		female		Human stool sample		
AMPLICON		594	PRJNA605769	SAMN14078611	Human	STANFORD UNIVERSITY	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7701562	0	Illumina MiSeq	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RA1PB_R50R60	2020-02-10	3136	2139	Homo sapiens	ILLUMINA	2020-03-02	SRR11051655	SRS6125764	SRP247942	RA1_PB	59		William Robinson, Stanford University			RA1		female		PBMC		
AMPLICON		546	PRJNA605769	SAMN14078612	Human	STANFORD UNIVERSITY	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7701563	0	Illumina MiSeq	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RA1ST_R50R89	2020-02-10	3123	2185	Homo sapiens	ILLUMINA	2020-03-02	SRR11051657	SRS6125765	SRP247942	RA1_ST	59		William Robinson, Stanford University			RA1		female		Synovium		
AMPLICON		619	PRJNA605769	SAMN14078613	Human	STANFORD UNIVERSITY	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7701564	0	Illumina MiSeq	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RA2PB_R89	2020-02-10	2075	1373	Homo sapiens	ILLUMINA	2020-03-02	SRR11051656	SRS6125766	SRP247942	RA2_PB	68		William Robinson, Stanford University			RA2		female		PBMC		
AMPLICON		637	PRJNA605769	SAMN14078614	Human	STANFORD UNIVERSITY	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7701565	0	Illumina MiSeq	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RA2ST_R89R92R97	2020-02-10	5193	3646	Homo sapiens	ILLUMINA	2020-03-02	SRR11051654	SRS6125767	SRP247942	RA2_ST	68		William Robinson, Stanford University			RA2		female		Synovium		
AMPLICON		624	PRJNA605769	SAMN14078615	Human	STANFORD UNIVERSITY	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7701566	0	Illumina MiSeq	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RA3PB_R92	2020-02-10	2535	1805	Homo sapiens	ILLUMINA	2020-03-02	SRR11051653	SRS6125768	SRP247942	RA3_PB	NC		William Robinson, Stanford University			RA3		female		PBMC		
AMPLICON		655	PRJNA605769	SAMN14078616	Human	STANFORD UNIVERSITY	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7701567	0	Illumina MiSeq	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RA3ST_R92R97	2020-02-10	431	302	Homo sapiens	ILLUMINA	2020-03-02	SRR11051652	SRS6125769	SRP247942	RA3_ST	NC		William Robinson, Stanford University			RA3		female		Synovium		
AMPLICON		599	PRJNA605769	SAMN14078617	Human	STANFORD UNIVERSITY	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7701568	0	Illumina MiSeq	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RA4PB_R64	2020-02-10	618	439	Homo sapiens	ILLUMINA	2020-03-02	SRR11051651	SRS6125770	SRP247942	RA4_PB	71		Mandy McGeachy, University of Pittsburgh			RA4		female		PBMC		
AMPLICON		595	PRJNA605769	SAMN14078618	Human	STANFORD UNIVERSITY	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7701569	0	Illumina MiSeq	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RA4ST_R64	2020-02-10	1208	856	Homo sapiens	ILLUMINA	2020-03-02	SRR11051650	SRS6125771	SRP247942	RA4_ST	71		Mandy McGeachy, University of Pittsburgh			RA4		female		Synovium		
AMPLICON		621	PRJNA605769	SAMN14078619	Human	STANFORD UNIVERSITY	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7701570	0	Illumina MiSeq	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RA5PB_R75	2020-02-10	855	547	Homo sapiens	ILLUMINA	2020-03-02	SRR11051649	SRS6125772	SRP247942	RA5_PB	70		Mandy McGeachy, University of Pittsburgh			RA5		male		PBMC		
AMPLICON		626	PRJNA605769	SAMN14078620	Human	STANFORD UNIVERSITY	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7701571	0	Illumina MiSeq	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	RA5ST_R75	2020-02-10	239	153	Homo sapiens	ILLUMINA	2020-03-02	SRR11051648	SRS6125773	SRP247942	RA5_ST	70		Mandy McGeachy, University of Pittsburgh			RA5		male		Synovium		
RNA-Seq		101	PRJNA606298	SAMN14089246		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7714264	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2020-02-12	3132	1063	Homo sapiens	ILLUMINA	2020-03-25	SRR11074910	SRS6137148	SRP248466	GSM4308420					rheumatoid arthritis fibroblast like synoviocytes (RA-FLS)				RA-FLS_untreated			
RNA-Seq		101	PRJNA606298	SAMN14089245		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7714265	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2020-02-12	3315	1129	Homo sapiens	ILLUMINA	2020-03-25	SRR11074911	SRS6137149	SRP248466	GSM4308421					rheumatoid arthritis fibroblast like synoviocytes (RA-FLS)				RA-FLS_HF_8hr			
RNA-Seq		101	PRJNA606298	SAMN14089244		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7714266	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2020-02-12	3387	1150	Homo sapiens	ILLUMINA	2020-03-25	SRR11074912	SRS6137150	SRP248466	GSM4308422					rheumatoid arthritis fibroblast like synoviocytes (RA-FLS)				RA-FLS_HF_24_hr			
RNA-Seq		101	PRJNA606298	SAMN14089243		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7714267	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2020-02-12	3431	1161	Homo sapiens	ILLUMINA	2020-03-25	SRR11074913	SRS6137151	SRP248466	GSM4308423					rheumatoid arthritis fibroblast like synoviocytes (RA-FLS)				RA-FLS_TNF_8_hr			
RNA-Seq		101	PRJNA606298	SAMN14089242		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7714268	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2020-02-12	3322	1121	Homo sapiens	ILLUMINA	2020-03-25	SRR11074914	SRS6137152	SRP248466	GSM4308424					rheumatoid arthritis fibroblast like synoviocytes (RA-FLS)				RA-FLS_TNF_HF_8_hr			
RNA-Seq		101	PRJNA606298	SAMN14089241		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7714269	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2020-02-12	3314	1118	Homo sapiens	ILLUMINA	2020-03-25	SRR11074915	SRS6137153	SRP248466	GSM4308425					rheumatoid arthritis fibroblast like synoviocytes (RA-FLS)				RA-FLS_TNF_24_hr			
RNA-Seq		101	PRJNA606298	SAMN14089240		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7714270	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2020-02-12	3575	1204	Homo sapiens	ILLUMINA	2020-03-25	SRR11074916	SRS6137154	SRP248466	GSM4308426					rheumatoid arthritis fibroblast like synoviocytes (RA-FLS)				RA-FLS_TNF_HF_24_hr			
RNA-Seq		101	PRJNA606298	SAMN14089239		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7714271	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2020-02-12	3435	1162	Homo sapiens	ILLUMINA	2020-03-25	SRR11074917	SRS6137155	SRP248466	GSM4308427					rheumatoid arthritis fibroblast like synoviocytes (RA-FLS)				RA-FLS_untreated			
RNA-Seq		101	PRJNA606298	SAMN14089238		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7714272	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2020-02-12	3833	1335	Homo sapiens	ILLUMINA	2020-03-25	SRR11074918	SRS6137156	SRP248466	GSM4308428					rheumatoid arthritis fibroblast like synoviocytes (RA-FLS)				RA-FLS_HF_8hr			
RNA-Seq		101	PRJNA606298	SAMN14089237		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7714273	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2020-02-12	3445	1192	Homo sapiens	ILLUMINA	2020-03-25	SRR11074919	SRS6137157	SRP248466	GSM4308429					rheumatoid arthritis fibroblast like synoviocytes (RA-FLS)				RA-FLS_HF_24_hr			
RNA-Seq		101	PRJNA606298	SAMN14089236		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7714274	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2020-02-12	4085	1411	Homo sapiens	ILLUMINA	2020-03-25	SRR11074920	SRS6137158	SRP248466	GSM4308430					rheumatoid arthritis fibroblast like synoviocytes (RA-FLS)				RA-FLS_TNF_8_hr			
RNA-Seq		101	PRJNA606298	SAMN14089234		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7714275	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2020-02-12	3484	1209	Homo sapiens	ILLUMINA	2020-03-25	SRR11074921	SRS6137159	SRP248466	GSM4308431					rheumatoid arthritis fibroblast like synoviocytes (RA-FLS)				RA-FLS_TNF_HF_8_hr			
RNA-Seq		101	PRJNA606298	SAMN14089259		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7714276	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2020-02-12	3551	1228	Homo sapiens	ILLUMINA	2020-03-25	SRR11074922	SRS6137160	SRP248466	GSM4308432					rheumatoid arthritis fibroblast like synoviocytes (RA-FLS)				RA-FLS_TNF_24_hr			
RNA-Seq		101	PRJNA606298	SAMN14089258		GEO	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7714277	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2020-02-12	3558	1235	Homo sapiens	ILLUMINA	2020-03-25	SRR11074923	SRS6137161	SRP248466	GSM4308433					rheumatoid arthritis fibroblast like synoviocytes (RA-FLS)				RA-FLS_TNF_HF_24_hr			
RNA-Seq		77	PRJNA580481	SAMN13160380	Human	SCILIFELAB	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7748517	0	NextSeq 500	PAIRED	PolyA	TRANSCRIPTOMIC	13	2020-02-19	4843	1994	Homo sapiens	ILLUMINA	2020-02-19	SRR11111497	SRS6167813	SRP227528	SpA_B_1	38		Vivianne Malmström			13		male		Synovium		
RNA-Seq		77	PRJNA580481	SAMN13160381	Human	SCILIFELAB	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7812805	0	NextSeq 500	PAIRED	PolyA	TRANSCRIPTOMIC	14	2020-02-27	6477	2614	Homo sapiens	ILLUMINA	2020-02-27	SRR11192638	SRS6225333	SRP227528	SpA_B_2	38		Vivianne Malmström			14		male		Synovium		
RNA-Seq		77	PRJNA580481	SAMN13160382	Human	SCILIFELAB	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7885071	0	NextSeq 500	PAIRED	PolyA	TRANSCRIPTOMIC	15	2020-03-10	6192	2491	Homo sapiens	ILLUMINA	2020-03-10	SRR11278828	SRS6294785	SRP227528	SpA_B_3	38		Vivianne Malmström			15		male		Synovium		
RNA-Seq		77	PRJNA580481	SAMN13160383	Human	SCILIFELAB	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7914323	0	NextSeq 500	PAIRED	PolyA	TRANSCRIPTOMIC	16	2020-03-16	3513	1472	Homo sapiens	ILLUMINA	2020-03-16	SRR11309781	SRS6321118	SRP227528	SpA_C_1	74		Vivianne Malmström			16		female		Synovium		
RNA-Seq		77	PRJNA580481	SAMN13160384	Human	SCILIFELAB	public	fastq sra	gs s3	gs.US s3.us-east-1			SRX7958255	0	NextSeq 500	PAIRED	PolyA	TRANSCRIPTOMIC	17	2020-03-20	15933	6555	Homo sapiens	ILLUMINA	2020-03-20	SRR11356410	SRS6344352	SRP227528	SpA_C_2	74		Vivianne Malmström			17		female		Synovium		
RNA-Seq		98	PRJEB34392	SAMEA5952669		Oxford Kennedy and Glasgow Polyomics	public	bam sra	gs s3	gs.US s3.us-east-1	2020-04-18	2019-09-12	ERX3537206	0	Illumina HiSeq 4000	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	HC0547_s	2020-04-28	1532	789	Homo sapiens	ILLUMINA	2020-04-25	ERR3517533	ERS3741151	ERP117284	E-MTAB-8322:HC0547	24				macrophage	not applicable		male				
RNA-Seq		98	PRJEB34392	SAMEA5952669		Oxford Kennedy and Glasgow Polyomics	public	bam sra	gs s3	gs.US s3.us-east-1	2020-04-18	2019-09-12	ERX3537206	0	Illumina HiSeq 4000	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	HC0547_s	2020-04-28	1439	770	Homo sapiens	ILLUMINA	2020-04-25	ERR3517534	ERS3741151	ERP117284	E-MTAB-8322:HC0547	24				macrophage	not applicable		male				
RNA-Seq		98	PRJEB34392	SAMEA5952669		Oxford Kennedy and Glasgow Polyomics	public	bam sra	gs s3	gs.US s3.us-east-1	2020-04-18	2019-09-12	ERX3537206	0	Illumina HiSeq 4000	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	HC0547_s	2020-04-28	1328	670	Homo sapiens	ILLUMINA	2020-04-25	ERR3517535	ERS3741151	ERP117284	E-MTAB-8322:HC0547	24				macrophage	not applicable		male				
RNA-Seq		98	PRJEB34392	SAMEA5952670		Oxford Kennedy and Glasgow Polyomics	public	bam sra	gs s3	gs.US s3.us-east-1	2020-04-18	2019-09-12	ERX3537207	0	Illumina HiSeq 4000	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	HC0572_s	2020-04-28	2544	1357	Homo sapiens	ILLUMINA	2020-04-25	ERR3517536	ERS3741152	ERP117284	E-MTAB-8322:HC0572	48				macrophage	not applicable		male				
RNA-Seq		98	PRJEB34392	SAMEA5952670		Oxford Kennedy and Glasgow Polyomics	public	bam sra	gs s3	gs.US s3.us-east-1	2020-04-18	2019-09-12	ERX3537207	0	Illumina HiSeq 4000	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	HC0572_s	2020-04-28	3234	1641	Homo sapiens	ILLUMINA	2020-04-25	ERR3517537	ERS3741152	ERP117284	E-MTAB-8322:HC0572	48				macrophage	not applicable		male				
RNA-Seq		98	PRJEB34392	SAMEA5952670		Oxford Kennedy and Glasgow Polyomics	public	bam sra	gs s3	gs.US s3.us-east-1	2020-04-18	2019-09-12	ERX3537207	0	Illumina HiSeq 4000	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	HC0572_s	2020-04-28	2700	1398	Homo sapiens	ILLUMINA	2020-04-25	ERR3517538	ERS3741152	ERP117284	E-MTAB-8322:HC0572	48				macrophage	not applicable		male				
RNA-Seq		98	PRJEB34392	SAMEA5952671		Oxford Kennedy and Glasgow Polyomics	public	bam sra	gs s3	gs.US s3.us-east-1	2020-04-18	2019-09-12	ERX3537208	0	Illumina HiSeq 4000	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	HC0701_s	2020-04-28	4092	2219	Homo sapiens	ILLUMINA	2020-04-25	ERR3517539	ERS3741153	ERP117284	E-MTAB-8322:HC0701	22				macrophage	not applicable		male				
RNA-Seq		98	PRJEB34392	SAMEA5952671		Oxford Kennedy and Glasgow Polyomics	public	bam sra	gs s3	gs.US s3.us-east-1	2020-04-18	2019-09-12	ERX3537208	0	Illumina HiSeq 4000	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	HC0701_s	2020-04-28	2504	1291	Homo sapiens	ILLUMINA	2020-04-25	ERR3517540	ERS3741153	ERP117284	E-MTAB-8322:HC0701	22				macrophage	not applicable		male				
RNA-Seq		98	PRJEB34392	SAMEA5952671		Oxford Kennedy and Glasgow Polyomics	public	bam sra	gs s3	gs.US s3.us-east-1	2020-04-18	2019-09-12	ERX3537208	0	Illumina HiSeq 4000	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	HC0701_s	2020-04-28	4366	2311	Homo sapiens	ILLUMINA	2020-04-25	ERR3517541	ERS3741153	ERP117284	E-MTAB-8322:HC0701	22				macrophage	not applicable		male				
RNA-Seq		98	PRJEB34392	SAMEA5952672		Oxford Kennedy and Glasgow Polyomics	public	bam sra	gs s3	gs.US s3.us-east-1	2020-04-18	2019-09-12	ERX3537209	0	Illumina HiSeq 4000	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	HC0732_s	2020-04-28	1342	702	Homo sapiens	ILLUMINA	2020-04-25	ERR3517542	ERS3741154	ERP117284	E-MTAB-8322:HC0732	26				macrophage	not applicable		female				
RNA-Seq		98	PRJEB34392	SAMEA5952672		Oxford Kennedy and Glasgow Polyomics	public	bam sra	gs s3	gs.US s3.us-east-1	2020-04-18	2019-09-12	ERX3537209	0	Illumina HiSeq 4000	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	HC0732_s	2020-04-28	1266	683	Homo sapiens	ILLUMINA	2020-04-25	ERR3517543	ERS3741154	ERP117284	E-MTAB-8322:HC0732	26				macrophage	not applicable		female				
RNA-Seq		98	PRJEB34392	SAMEA5952672		Oxford Kennedy and Glasgow Polyomics	public	bam sra	gs s3	gs.US s3.us-east-1	2020-04-18	2019-09-12	ERX3537209	0	Illumina HiSeq 4000	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	HC0732_s	2020-04-28	1156	591	Homo sapiens	ILLUMINA	2020-04-25	ERR3517544	ERS3741154	ERP117284	E-MTAB-8322:HC0732	26				macrophage	not applicable		female				
RNA-Seq		98	PRJEB34392	SAMEA5952673		Oxford Kennedy and Glasgow Polyomics	public	bam sra	gs s3	gs.US s3.us-east-1	2020-04-18	2019-09-12	ERX3537210	0	Illumina HiSeq 4000	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	SA146_s	2020-04-28	2604	1389	Homo sapiens	ILLUMINA	2020-04-25	ERR3517545	ERS3741155	ERP117284	E-MTAB-8322:SA146	65				macrophage	not applicable		female				
RNA-Seq		98	PRJEB34392	SAMEA5952673		Oxford Kennedy and Glasgow Polyomics	public	bam sra	gs s3	gs.US s3.us-east-1	2020-04-18	2019-09-12	ERX3537210	0	Illumina HiSeq 4000	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	SA146_s	2020-04-28	2179	1105	Homo sapiens	ILLUMINA	2020-04-25	ERR3517546	ERS3741155	ERP117284	E-MTAB-8322:SA146	65				macrophage	not applicable		female				
RNA-Seq		98	PRJEB34392	SAMEA5952673		Oxford Kennedy and Glasgow Polyomics	public	bam sra	gs s3	gs.US s3.us-east-1	2020-04-18	2019-09-12	ERX3537210	0	Illumina HiSeq 4000	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	SA146_s	2020-04-28	2789	1443	Homo sapiens	ILLUMINA	2020-04-25	ERR3517547	ERS3741155	ERP117284	E-MTAB-8322:SA146	65				macrophage	not applicable		female				
RNA-Seq		98	PRJEB34392	SAMEA5952674		Oxford Kennedy and Glasgow Polyomics	public	bam sra	gs s3	gs.US s3.us-east-1	2020-04-18	2019-09-12	ERX3537211	0	Illumina HiSeq 4000	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	SA172_s	2020-04-28	3523	1874	Homo sapiens	ILLUMINA	2020-04-25	ERR3517548	ERS3741156	ERP117284	E-MTAB-8322:SA172	53				macrophage	not applicable		female				
RNA-Seq		98	PRJEB34392	SAMEA5952674		Oxford Kennedy and Glasgow Polyomics	public	bam sra	gs s3	gs.US s3.us-east-1	2020-04-18	2019-09-12	ERX3537211	0	Illumina HiSeq 4000	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	SA172_s	2020-04-28	2509	1261	Homo sapiens	ILLUMINA	2020-04-25	ERR3517549	ERS3741156	ERP117284	E-MTAB-8322:SA172	53				macrophage	not applicable		female				
RNA-Seq		98	PRJEB34392	SAMEA5952674		Oxford Kennedy and Glasgow Polyomics	public	bam sra	gs s3	gs.US s3.us-east-1	2020-04-18	2019-09-12	ERX3537211	0	Illumina HiSeq 4000	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	SA172_s	2020-04-28	3784	1948	Homo sapiens	ILLUMINA	2020-04-25	ERR3517550	ERS3741156	ERP117284	E-MTAB-8322:SA172	53				macrophage	not applicable		female				
RNA-Seq		98	PRJEB34392	SAMEA5952675		Oxford Kennedy and Glasgow Polyomics	public	bam sra	gs s3	gs.US s3.us-east-1	2020-04-18	2019-09-12	ERX3537212	0	Illumina HiSeq 4000	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	SA131_s	2020-04-28	7367	3840	Homo sapiens	ILLUMINA	2020-04-25	ERR3517551	ERS3741157	ERP117284	E-MTAB-8322:SA131	77				macrophage	not applicable		female				
RNA-Seq		98	PRJEB34392	SAMEA5952676		Oxford Kennedy and Glasgow Polyomics	public	bam sra	gs s3	gs.US s3.us-east-1	2020-04-18	2019-09-12	ERX3537213	0	Illumina HiSeq 4000	SINGLE	PolyA	TRANSCRIPTOMIC SINGLE CELL	SA138_s	2020-04-28	16065	8668	Homo sapiens	ILLUMINA	2020-04-25	ERR3517552	ERS3741158	ERP117284	E-MTAB-8322:SA138	56				macrophage	not applicable		female				
